organism,subset,dose_uM,seed,quiescent_fraction,command_rate_hz,network_rate_hz
mouse,k2p_potentiation|snare_cooperativity|nca_block|nachr_antagonism,30.0,42,0.0,1.4252777777777776,1.4187222222222222
mouse,k2p_potentiation|snare_cooperativity|nca_block|nachr_antagonism,30.0,137,0.0,1.4101388888888888,1.4089583333333333
mouse,k2p_potentiation|snare_cooperativity|nca_block|nachr_antagonism,30.0,219,0.0,1.394722222222222,1.4107361111111112
mouse,k2p_potentiation|snare_cooperativity|nca_block|nachr_antagonism,30.0,331,0.0,1.3990277777777778,1.417638888888889
mouse,k2p_potentiation|snare_cooperativity|nca_block|nachr_antagonism,30.0,443,0.0,1.429861111111111,1.4174027777777778
mouse,k2p_potentiation|snare_cooperativity|nca_block|nachr_antagonism,100.0,42,0.0,1.2918055555555557,1.279638888888889
mouse,k2p_potentiation|snare_cooperativity|nca_block|nachr_antagonism,100.0,137,0.0,1.2747222222222223,1.2690694444444444
mouse,k2p_potentiation|snare_cooperativity|nca_block|nachr_antagonism,100.0,219,0.0,1.2504166666666665,1.2705972222222222
mouse,k2p_potentiation|snare_cooperativity|nca_block|nachr_antagonism,100.0,331,0.0,1.2611111111111113,1.2797222222222222
mouse,k2p_potentiation|snare_cooperativity|nca_block|nachr_antagonism,100.0,443,0.0,1.2869444444444444,1.278875
mouse,k2p_potentiation|snare_cooperativity|nca_block|nachr_antagonism,200.0,42,0.0,1.1672222222222222,1.1589027777777778
mouse,k2p_potentiation|snare_cooperativity|nca_block|nachr_antagonism,350.0,443,0.0,1.075,1.0640555555555555
mouse,k2p_potentiation|snare_cooperativity|nca_block|nachr_antagonism,500.0,42,0.0,1.0138888888888888,1.0048611111111112
mouse,k2p_potentiation|snare_cooperativity|nca_block|nachr_antagonism,500.0,137,0.0,1.0,0.9986944444444444
mouse,k2p_potentiation|snare_cooperativity|nca_block|nachr_antagonism,500.0,219,0.0,0.9801388888888889,0.99975
mouse,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,10.0,42,0.0,1.4743055555555558,1.4653472222222221
mouse,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,10.0,137,0.0,1.451527777777778,1.4536944444444444
mouse,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,10.0,219,0.0,1.4440277777777777,1.455111111111111
mouse,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,10.0,331,0.0,1.4427777777777777,1.4616666666666667
mouse,k2p_potentiation|snare_cooperativity|nca_block|nachr_antagonism,1000.0,219,0.0625,0.8877777777777777,0.9137361111111111
mouse,k2p_potentiation|snare_cooperativity|nca_block|nachr_antagonism,1000.0,331,0.0,0.8958333333333334,0.9237083333333334
mouse,k2p_potentiation|snare_cooperativity|nca_block|nachr_antagonism,1000.0,443,0.0,0.9347222222222222,0.921
mouse,k2p_potentiation|snare_cooperativity|nca_block|nachr_antagonism,3000.0,42,0.10416666666666667,0.8433333333333334,0.8400416666666667
mouse,k2p_potentiation|snare_cooperativity|nca_block|nachr_antagonism,3000.0,137,0.125,0.8395833333333332,0.8383055555555555
mouse,k2p_potentiation|snare_cooperativity|nca_block|nachr_antagonism,3000.0,219,0.22916666666666666,0.8163888888888889,0.8376805555555555
mouse,k2p_potentiation|snare_cooperativity|nca_block|nachr_antagonism,3000.0,331,0.10416666666666667,0.8238888888888889,0.8448611111111111
mouse,k2p_potentiation|snare_cooperativity|nca_block|nachr_antagonism,3000.0,443,0.10416666666666667,0.8583333333333334,0.8442916666666667
mouse,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,30.0,331,0.0,1.3695833333333332,1.3882777777777777
mouse,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,30.0,443,0.0,1.402638888888889,1.3886944444444445
mouse,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,100.0,42,0.0,1.2193055555555556,1.2086666666666666
mouse,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,100.0,137,0.0,1.21,1.2012083333333334
mouse,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,100.0,219,0.0,1.179861111111111,1.2006666666666668
mouse,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,100.0,331,0.0,1.1866666666666668,1.2109722222222221
mouse,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,100.0,443,0.0,1.2213888888888889,1.2104166666666667
mouse,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,200.0,42,0.0,1.071388888888889,1.0634583333333334
mouse,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,10.0,443,0.0,1.4774999999999998,1.4619722222222222
mouse,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,30.0,42,0.0,1.3955555555555554,1.38925
mouse,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,30.0,137,0.0,1.380277777777778,1.3804166666666666
mouse,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,30.0,219,0.0,1.365,1.3814583333333332
mouse,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,350.0,42,0.0,0.9527777777777778,0.9463472222222222
mouse,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,350.0,137,0.0,0.9454166666666666,0.9430694444444444
mouse,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,350.0,219,0.020833333333333332,0.9170833333333333,0.9421111111111111
mouse,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,350.0,331,0.0,0.9238888888888889,0.9523333333333334
mouse,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,1000.0,219,0.4583333333333333,0.7606944444444445,0.7806527777777778
mouse,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,1000.0,331,0.3958333333333333,0.7675,0.7884722222222222
mouse,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,1000.0,443,0.2708333333333333,0.8020833333333334,0.7871111111111111
mouse,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,3000.0,42,0.7291666666666666,0.7038888888888888,0.7030694444444444
mouse,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,200.0,137,0.0,1.0626388888888887,1.0563333333333333
mouse,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,200.0,219,0.0,1.0406944444444444,1.0586527777777779
mouse,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,200.0,331,0.0,1.0445833333333334,1.0669166666666667
mouse,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,200.0,443,0.0,1.0775,1.0658194444444444
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block,10.0,42,0.0,1.4648611111111112,1.4563611111111112
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block,10.0,137,0.0,1.4447222222222222,1.4453333333333334
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block,10.0,219,0.0,1.4338888888888885,1.4468194444444444
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block,10.0,331,0.0,1.4333333333333336,1.4530555555555555
mouse,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,350.0,443,0.0,0.9620833333333333,0.9508611111111112
mouse,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,500.0,42,0.020833333333333332,0.88375,0.8807361111111112
mouse,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,500.0,137,0.041666666666666664,0.8787500000000001,0.8789583333333333
mouse,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,500.0,219,0.08333333333333333,0.8577777777777778,0.8788888888888889
mouse,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,3000.0,137,0.8541666666666666,0.6972222222222223,0.7
mouse,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,3000.0,219,0.7916666666666666,0.6780555555555555,0.6975
mouse,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,3000.0,331,0.875,0.6868055555555554,0.7067638888888889
mouse,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,3000.0,443,0.6875,0.7174999999999999,0.7041805555555556
mouse,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,500.0,331,0.0,0.8631944444444445,0.8873611111111112
mouse,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,500.0,443,0.041666666666666664,0.90125,0.88475
mouse,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,1000.0,42,0.3125,0.7827777777777779,0.7832222222222223
mouse,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,1000.0,137,0.3125,0.7809722222222222,0.7814861111111111
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block,100.0,219,0.0,1.1263888888888889,1.146861111111111
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block,100.0,331,0.0,1.1323611111111112,1.1552222222222222
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block,100.0,443,0.0,1.1655555555555555,1.1552083333333334
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block,200.0,42,0.0,0.9919444444444444,0.9847777777777778
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block,200.0,137,0.0,0.9816666666666666,0.979
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block,200.0,219,0.020833333333333332,0.9581944444444446,0.9797777777777777
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block,200.0,331,0.0,0.9604166666666667,0.9890972222222222
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block,200.0,443,0.0,0.9993055555555554,0.9877777777777778
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block,350.0,42,0.08333333333333333,0.855,0.8521111111111112
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block,350.0,137,0.08333333333333333,0.8519444444444444,0.8504444444444444
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block,350.0,219,0.1875,0.8279166666666667,0.8502083333333333
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block,350.0,331,0.08333333333333333,0.83625,0.8579861111111111
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block,10.0,443,0.0,1.4690277777777778,1.453263888888889
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block,30.0,42,0.0,1.3750000000000002,1.3668472222222223
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block,30.0,137,0.0,1.3581944444444443,1.356861111111111
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block,30.0,219,0.0,1.3380555555555553,1.3575277777777779
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block,30.0,331,0.0,1.345972222222222,1.3655694444444444
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block,30.0,443,0.0,1.3775000000000002,1.365513888888889
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block,100.0,42,0.0,1.1606944444444445,1.152263888888889
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block,100.0,137,0.0,1.1519444444444444,1.1454305555555555
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block,350.0,443,0.08333333333333333,0.8722222222222221,0.8569027777777778
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block,500.0,42,0.3125,0.779861111111111,0.7798611111111111
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block,500.0,137,0.3125,0.7766666666666667,0.7778333333333334
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block,500.0,219,0.4791666666666667,0.7569444444444445,0.7773194444444445
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block,3000.0,137,1.0,0.5772222222222222,0.5824027777777778
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block,3000.0,219,1.0,0.5709722222222222,0.5828194444444444
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block,3000.0,331,1.0,0.5743055555555556,0.5895277777777778
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block,3000.0,443,1.0,0.5973611111111111,0.58675
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,10.0,42,0.0,1.4670833333333333,1.458611111111111
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,10.0,137,0.0,1.4473611111111113,1.447638888888889
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,10.0,219,0.0,1.4355555555555555,1.4487777777777777
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,10.0,331,0.0,1.4368055555555557,1.4555555555555555
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,10.0,443,0.0,1.471111111111111,1.4552777777777777
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,30.0,42,0.0,1.380138888888889,1.3724305555555556
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,30.0,137,0.0,1.3655555555555556,1.3629444444444445
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,30.0,219,0.0,1.345,1.3636527777777778
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block,500.0,331,0.3958333333333333,0.7647222222222222,0.7850555555555555
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block,500.0,443,0.2708333333333333,0.7986111111111112,0.783375
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block,1000.0,42,0.8541666666666666,0.6769444444444446,0.6754166666666667
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block,1000.0,137,0.9166666666666666,0.6687499999999998,0.6720277777777778
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block,1000.0,219,0.8541666666666666,0.6544444444444445,0.6702361111111111
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block,1000.0,331,0.9375,0.6602777777777779,0.679875
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block,1000.0,443,0.7916666666666666,0.6915277777777779,0.6771111111111111
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block,3000.0,42,1.0,0.5897222222222221,0.5892361111111111
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,30.0,331,0.0,1.3516666666666666,1.3712777777777778
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,30.0,443,0.0,1.3834722222222222,1.3712638888888888
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,100.0,42,0.0,1.1765277777777776,1.1670277777777778
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,100.0,137,0.0,1.168611111111111,1.1609444444444443
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,1000.0,219,0.7916666666666666,0.6827777777777778,0.7028888888888889
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,1000.0,331,0.875,0.6926388888888889,0.7123611111111111
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,1000.0,443,0.5833333333333334,0.7240277777777777,0.7103055555555555
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,3000.0,42,0.9791666666666666,0.6258333333333334,0.6253055555555556
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,100.0,219,0.0,1.1394444444444443,1.1615555555555555
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,100.0,331,0.0,1.146388888888889,1.17
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,100.0,443,0.0,1.1793055555555556,1.1698472222222223
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,200.0,42,0.0,1.0156944444444445,1.007111111111111
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,200.0,137,0.0,1.0025,1.0009722222222222
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,200.0,219,0.0,0.981388888888889,1.0020972222222222
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,200.0,331,0.0,0.9844444444444443,1.0112777777777777
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,200.0,443,0.0,1.0216666666666667,1.0096944444444444
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,3000.0,137,1.0,0.61625,0.6201388888888889
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,3000.0,219,0.9791666666666666,0.6061111111111112,0.6180555555555556
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,3000.0,331,1.0,0.61,0.6268888888888889
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,3000.0,443,0.9375,0.6369444444444444,0.6247222222222222
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,10.0,42,0.0,1.4554166666666666,1.4482777777777778
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,10.0,137,0.0,1.43875,1.4376944444444444
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,10.0,219,0.0,1.4245833333333333,1.4388333333333334
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,10.0,331,0.0,1.4255555555555557,1.4450138888888888
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,350.0,42,0.020833333333333332,0.8820833333333334,0.8794027777777778
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,350.0,137,0.041666666666666664,0.8779166666666667,0.8775416666666667
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,350.0,219,0.08333333333333333,0.8569444444444444,0.8778194444444445
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,350.0,331,0.0,0.862361111111111,0.88625
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,10.0,443,0.0,1.4595833333333335,1.4454305555555556
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,30.0,42,0.0,1.3547222222222224,1.3461805555555555
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,30.0,137,0.0,1.3341666666666665,1.3348194444444443
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,30.0,219,0.0,1.31625,1.3355
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,350.0,443,0.041666666666666664,0.8998611111111111,0.8831805555555555
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,500.0,42,0.20833333333333334,0.8095833333333333,0.809375
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,500.0,137,0.1875,0.8073611111111111,0.8073472222222222
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,500.0,219,0.375,0.7848611111111111,0.807375
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,500.0,331,0.25,0.7961111111111112,0.8141111111111111
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,500.0,443,0.14583333333333334,0.8291666666666667,0.8136111111111111
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,1000.0,42,0.7083333333333334,0.7087500000000001,0.7085972222222222
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nachr_antagonism,1000.0,137,0.8125,0.7019444444444445,0.7058333333333333
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,350.0,42,0.4166666666666667,0.7712500000000001,0.7709861111111111
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,350.0,137,0.3541666666666667,0.7670833333333332,0.7684305555555555
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,350.0,219,0.5416666666666666,0.7465277777777777,0.7677638888888889
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,350.0,331,0.4791666666666667,0.7538888888888889,0.7751805555555555
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,30.0,331,0.0,1.3245833333333332,1.3448888888888888
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,30.0,443,0.0,1.3543055555555554,1.3440277777777778
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,100.0,42,0.0,1.110277777777778,1.1010277777777777
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,100.0,137,0.0,1.1022222222222222,1.0955555555555556
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,1000.0,219,1.0,0.5669444444444445,0.577625
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,1000.0,331,1.0,0.5697222222222222,0.5853055555555555
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,1000.0,443,1.0,0.5936111111111111,0.5826666666666667
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,3000.0,42,1.0,0.4923611111111111,0.49216666666666664
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,100.0,219,0.0,1.0780555555555555,1.0976944444444445
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,100.0,331,0.0,1.08375,1.1048472222222223
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,100.0,443,0.0,1.1156944444444443,1.105013888888889
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,200.0,42,0.0,0.9161111111111112,0.913625
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,3000.0,137,1.0,0.4797222222222222,0.48643055555555553
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,3000.0,219,1.0,0.47527777777777774,0.4872638888888889
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,3000.0,331,1.0,0.4772222222222222,0.4928888888888889
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,3000.0,443,1.0,0.4969444444444444,0.490625
mouse,gaba_potentiation|k2p_potentiation|snare_cooperativity|nca_block|nachr_antagonism,10.0,443,0.0,1.4808333333333332,1.4650277777777778
mouse,gaba_potentiation|k2p_potentiation|snare_cooperativity|nca_block|nachr_antagonism,30.0,42,0.0,1.4037499999999998,1.3969166666666666
mouse,gaba_potentiation|k2p_potentiation|snare_cooperativity|nca_block|nachr_antagonism,30.0,137,0.0,1.3883333333333334,1.388763888888889
mouse,gaba_potentiation|k2p_potentiation|snare_cooperativity|nca_block|nachr_antagonism,30.0,219,0.0,1.37375,1.3896388888888889
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,200.0,137,0.020833333333333332,0.9159722222222223,0.9118333333333334
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,200.0,219,0.08333333333333333,0.8865277777777778,0.9110416666666666
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,200.0,331,0.0,0.8923611111111112,0.9209027777777777
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,200.0,443,0.0,0.9294444444444444,0.9183611111111111
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,350.0,443,0.3333333333333333,0.7890277777777777,0.7740138888888889
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,500.0,42,0.75,0.6963888888888888,0.694625
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,500.0,137,0.8541666666666666,0.6894444444444444,0.6918055555555556
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,500.0,219,0.7916666666666666,0.6701388888888888,0.6892638888888889
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,500.0,331,0.9375,0.6794444444444444,0.6989027777777778
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,500.0,443,0.7291666666666666,0.7104166666666666,0.6956805555555555
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,1000.0,42,1.0,0.5838888888888889,0.584875
mouse,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism,1000.0,137,1.0,0.5740277777777777,0.5780416666666667
mouse,gaba_potentiation|k2p_potentiation|snare_cooperativity|nca_block|nachr_antagonism,10.0,42,0.0,1.476111111111111,1.4685694444444444
mouse,gaba_potentiation|k2p_potentiation|snare_cooperativity|nca_block|nachr_antagonism,10.0,137,0.0,1.4551388888888888,1.4569166666666666
mouse,gaba_potentiation|k2p_potentiation|snare_cooperativity|nca_block|nachr_antagonism,10.0,219,0.0,1.4465277777777779,1.4582777777777778
mouse,gaba_potentiation|k2p_potentiation|snare_cooperativity|nca_block|nachr_antagonism,10.0,331,0.0,1.4463888888888887,1.464611111111111
mouse,gaba_potentiation|k2p_potentiation|snare_cooperativity|nca_block|nachr_antagonism,30.0,331,0.0,1.377361111111111,1.3959027777777777
mouse,gaba_potentiation|k2p_potentiation|snare_cooperativity|nca_block|nachr_antagonism,30.0,443,0.0,1.4095833333333332,1.3966944444444445
mouse,gaba_potentiation|k2p_potentiation|snare_cooperativity|nca_block|nachr_antagonism,100.0,42,0.0,1.2340277777777777,1.224236111111111
mouse,gaba_potentiation|k2p_potentiation|snare_cooperativity|nca_block|nachr_antagonism,100.0,137,0.0,1.2234722222222223,1.2172222222222222
mouse,gaba_potentiation|k2p_potentiation|snare_cooperativity|nca_block|nachr_antagonism,100.0,219,0.0,1.195,1.2165555555555556
mouse,gaba_potentiation|k2p_potentiation|snare_cooperativity|nca_block|nachr_antagonism,100.0,331,0.0,1.20375,1.227
mouse,gaba_potentiation|k2p_potentiation|snare_cooperativity|nca_block|nachr_antagonism,100.0,443,0.0,1.236111111111111,1.2264861111111112
mouse,gaba_potentiation|k2p_potentiation|snare_cooperativity|nca_block|nachr_antagonism,200.0,42,0.0,1.0891666666666666,1.0806805555555556
mouse,gaba_potentiation|k2p_potentiation|snare_cooperativity|nca_block|nachr_antagonism,350.0,443,0.0,0.9815277777777777,0.9666666666666667
