organism,subset,compound,dose_uM,seed,quiescent_fraction,command_rate_hz,network_rate_hz
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,30.0,443,0.0,2.0444528875379935,2.2462313685636857
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,100.0,42,0.0,2.131268996960486,2.336551490514905
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,100.0,137,0.0,2.0531914893617023,2.264622854561879
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,100.0,219,0.0,2.071048632218845,2.2734727868112015
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,100.0,331,0.0,2.090742147922999,2.2952941508581755
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,100.0,443,0.0,2.0424265450861196,2.2481792005420056
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,300.0,42,0.0,2.1171479229989867,2.33031278229449
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,1000.0,42,0.0,2.014880952380952,2.1974932249322494
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,1000.0,137,0.0,2.0010131712259374,2.203929539295393
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,1000.0,219,0.0,1.9750506585612968,2.14940435862692
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,1000.0,331,0.0,1.9773302938196557,2.158099028906956
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,1000.0,443,0.0,1.9548505572441741,2.1468637082204154
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,3000.0,42,0.0,1.9266717325227962,2.091350496838302
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,3000.0,137,0.0,1.898239614994934,2.0790848012646794
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,3000.0,219,0.0,1.8546099290780145,2.0122939250225835
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,3000.0,331,0.0,1.9008991894630192,2.066875564588979
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,3000.0,443,0.0,1.8822821681864237,2.0591548102981028
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,10000.0,42,0.0,1.8180091185410332,1.972462172538392
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,10000.0,137,0.0,1.7831180344478217,1.9456159665763324
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,10000.0,219,0.0,1.7525962512664641,1.8904415085817525
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,10000.0,331,0.0,1.7952127659574468,1.9360461833785005
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,10000.0,443,0.0,1.7752026342451874,1.928367773261066
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,30000.0,42,0.0,1.7783687943262414,1.9248390921409213
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,300.0,137,0.0,2.0545845997973657,2.268109191508582
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,300.0,219,0.0,2.035081053698075,2.2337962962962963
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,300.0,331,0.0,2.070225430597771,2.282082768744354
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,300.0,443,0.0,2.028495440729483,2.2302817299006326
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,30000.0,137,0.0,1.7417679837892603,1.895776874435411
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,30000.0,219,0.0,1.709029888551165,1.8399107949412827
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,30000.0,331,0.0,1.7436676798378923,1.8774983062330624
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,trans_12_dichloroethylene,30000.0,443,0.0,1.7105496453900708,1.844554539295393
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,30.0,42,0.0,2.1450101317122594,2.354830058717254
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,30.0,137,0.0,2.064906281661601,2.278977529358627
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,30.0,219,0.0,2.0866894630192503,2.287982723577236
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,30.0,331,0.0,2.0899189463019248,2.3015752032520327
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,3000.0,443,0.0,1.9224290780141846,2.1055357949412827
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,10000.0,42,0.0,1.8518870314083078,2.005151874435411
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,10000.0,137,0.0,1.8267477203647415,1.9966689250225835
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,10000.0,219,0.0,1.794642857142857,1.9446561653116532
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,30.0,443,0.0,2.0414133738601823,2.2420110659439927
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,100.0,42,0.0,2.121517223910841,2.3228884372177054
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,100.0,137,0.0,2.063133232016211,2.276563911472448
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,100.0,219,0.0,2.0813069908814588,2.2825626693766936
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,10000.0,331,0.0,1.835739614994934,1.9915876242095754
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,10000.0,443,0.0,1.7962892603850051,1.9530120822041555
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,30000.0,42,0.0,1.7872973657548126,1.9336043360433603
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,30000.0,137,0.0,1.7635511651469098,1.920872854561879
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,30000.0,219,0.0,1.7229609929078016,1.8495511517615175
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,30000.0,331,0.0,1.7600050658561297,1.8980775745257452
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,30000.0,443,0.0,1.7318895643363728,1.8726004968383017
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,30.0,42,0.0,2.0135511651469096,2.194656165311653
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,30.0,137,0.0,1.9797365754812564,2.180583785004517
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,30.0,219,0.0,1.9609929078014183,2.135374322493225
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,30.0,331,0.0,1.9763804457953393,2.152128500451671
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,30.0,443,0.0,1.9552938196555216,2.1508581752484193
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,100.0,331,0.0,2.086372847011145,2.2912291102077686
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,100.0,443,0.0,2.040020263424519,2.2398373983739837
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,300.0,42,0.0,2.1406408308004052,2.357257791327913
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,300.0,137,0.0,2.053001519756839,2.269506549232159
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,300.0,219,0.0,2.0499620060790273,2.2465277777777777
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,300.0,331,0.0,2.0789640324214793,2.2795844625112918
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,300.0,443,0.0,2.050468591691996,2.2548272357723578
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,1000.0,42,0.0,2.057434143870314,2.2557164634146343
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,1000.0,137,0.0,2.0260258358662617,2.241502935862692
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,1000.0,219,0.0,2.004875886524823,2.1975073396567297
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,1000.0,331,0.0,2.016020770010132,2.2019393631436315
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,1000.0,443,0.0,1.987272036474164,2.189433717253839
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,3000.0,42,0.0,1.970048125633232,2.1409072944896117
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,3000.0,137,0.0,1.9387664640324216,2.1329324751580847
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,3000.0,219,0.0,1.9086246200607901,2.075245596205962
fly,gaba_potentiation|k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|nachr_antagonism,hexafluoroethane,3000.0,331,0.0,1.9397163120567376,2.109445573622403
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,100.0,42,0.0,1.801481762917933,1.9492716802168022
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,100.0,137,0.0,1.7690602836879432,1.929567524841915
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,100.0,219,0.0,1.7326494427558259,1.8635388437217706
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,100.0,331,0.0,1.766464032421479,1.9038504968383017
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,10000.0,42,1.0,0.7900835866261398,0.8144901761517616
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,10000.0,137,1.0,0.7918566362715298,0.8218298328816621
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,10000.0,219,1.0,0.7872973657548125,0.8157887308039747
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,10000.0,331,1.0,0.7959093211752787,0.817284891598916
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,10000.0,443,1.0,0.7948961499493414,0.8180047425474255
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,30000.0,42,1.0,0.7588019250253293,0.7807983288166215
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,30000.0,137,1.0,0.7596884498480243,0.7875310523938572
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,30000.0,219,1.0,0.7544326241134751,0.7817157859078591
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,30000.0,331,1.0,0.7620947315096251,0.7827461607949413
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,30000.0,443,1.0,0.7622213779128671,0.7820404245709124
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,30.0,42,0.0,2.142223910840932,2.3526987353206867
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,30.0,137,0.0,2.0673758865248226,2.284087059620596
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,100.0,443,0.0,1.7443642350557245,1.8935326332429991
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,300.0,42,0.0,1.466438703140831,1.5521821364046975
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,300.0,137,0.0,1.4448454913880446,1.5574610433604337
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,300.0,219,0.0,1.442882472137791,1.5386884598012647
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,1000.0,219,0.041666666666666664,1.1005572441742653,1.1492632113821137
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,1000.0,331,0.020833333333333332,1.1014437689969605,1.1556995257452574
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,1000.0,443,0.041666666666666664,1.1033434650455927,1.145409891598916
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,3000.0,42,0.9791666666666666,0.8938069908814589,0.9248673215898826
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,300.0,42,0.0,2.1171479229989867,2.33031278229449
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,300.0,137,0.0,2.0545845997973657,2.268109191508582
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,300.0,219,0.0,2.035081053698075,2.2337962962962963
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,300.0,331,0.0,2.070225430597771,2.282082768744354
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,300.0,331,0.0,1.468465045592705,1.5631916214995483
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,300.0,443,0.0,1.4485815602836878,1.5382791327913279
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,1000.0,42,0.08333333333333333,1.102773556231003,1.1516909439927732
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,1000.0,137,0.08333333333333333,1.0995440729483283,1.1569980803974707
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,3000.0,137,0.9375,0.8953900709219856,0.9325739611562782
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,3000.0,219,1.0,0.8866514690982776,0.9235405374887082
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,3000.0,331,1.0,0.8951367781155016,0.9244297651309846
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,3000.0,443,0.9583333333333334,0.8958333333333334,0.924486224028907
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,30.0,219,0.0,2.0863095238095237,2.2868676603432703
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,30.0,331,0.0,2.0837132725430596,2.2886320009033425
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,30.0,443,0.0,2.0444528875379935,2.2462313685636857
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,100.0,42,0.0,2.131268996960486,2.336551490514905
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,100.0,137,0.0,2.0531914893617023,2.264622854561879
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,100.0,219,0.0,2.071048632218845,2.2734727868112015
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,100.0,331,0.0,2.090742147922999,2.2952941508581755
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,100.0,443,0.0,2.0424265450861196,2.2481792005420056
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,300.0,443,0.0,2.028495440729483,2.2302817299006326
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,1000.0,42,0.0,2.014880952380952,2.1974932249322494
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,1000.0,137,0.0,2.0010131712259374,2.203929539295393
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,1000.0,219,0.0,1.9750506585612968,2.14940435862692
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,10000.0,137,0.0,1.7831180344478217,1.9456159665763324
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,10000.0,219,0.0,1.7525962512664641,1.8904415085817525
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,10000.0,331,0.0,1.7952127659574468,1.9360461833785005
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,10000.0,443,0.0,1.7752026342451874,1.928367773261066
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,3000.0,219,0.0,1.8546099290780145,2.0122939250225835
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,3000.0,331,0.0,1.9008991894630192,2.066875564588979
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,3000.0,443,0.0,1.8822821681864237,2.0591548102981028
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,10000.0,42,0.0,1.8180091185410332,1.972462172538392
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,30000.0,42,0.0,1.7783687943262414,1.9248390921409213
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,30000.0,137,0.0,1.7417679837892603,1.895776874435411
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,30000.0,219,0.0,1.709029888551165,1.8399107949412827
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,30000.0,331,0.0,1.7436676798378923,1.8774983062330624
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,hexafluoroethane,100.0,219,0.0,2.0813069908814588,2.2825626693766936
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,hexafluoroethane,100.0,331,0.0,2.086372847011145,2.2912291102077686
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,hexafluoroethane,100.0,443,0.0,2.040020263424519,2.2398373983739837
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,hexafluoroethane,300.0,42,0.0,2.1406408308004052,2.357257791327913
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,1000.0,331,0.0,1.9773302938196557,2.158099028906956
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,1000.0,443,0.0,1.9548505572441741,2.1468637082204154
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,3000.0,42,0.0,1.9266717325227962,2.091350496838302
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,3000.0,137,0.0,1.898239614994934,2.0790848012646794
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,30000.0,443,0.0,1.7105496453900708,1.844554539295393
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,hexafluoroethane,30.0,42,0.0,2.1450101317122594,2.354830058717254
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,hexafluoroethane,30.0,137,0.0,2.064906281661601,2.278977529358627
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,hexafluoroethane,30.0,219,0.0,2.0866894630192503,2.287982723577236
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,hexafluoroethane,30.0,331,0.0,2.0899189463019248,2.3015752032520327
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,hexafluoroethane,30.0,443,0.0,2.0414133738601823,2.2420110659439927
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,hexafluoroethane,100.0,42,0.0,2.121517223910841,2.3228884372177054
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,hexafluoroethane,100.0,137,0.0,2.063133232016211,2.276563911472448
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,hexafluoroethane,300.0,137,0.0,2.053001519756839,2.269506549232159
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,hexafluoroethane,300.0,219,0.0,2.0499620060790273,2.2465277777777777
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,hexafluoroethane,300.0,331,0.0,2.0789640324214793,2.2795844625112918
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,hexafluoroethane,300.0,443,0.0,2.050468591691996,2.2548272357723578
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,hexafluoroethane,30000.0,137,0.0,1.7635511651469098,1.920872854561879
fly,gaba_potentiation|k2p_potentiation|complex_i_block|nca_block|nachr_antagonism|glucl_potentiation,hexafluoroethane,30000.0,219,0.0,1.7229609929078016,1.8495511517615175
