organism,subset,compound,dose_uM,seed,quiescent_fraction,command_rate_hz,network_rate_hz
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,hexafluoroethane,30.0,331,0.0,23.3515625,7.341527777777777
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,hexafluoroethane,30.0,443,0.0,24.119791666666668,7.563194444444444
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,trans_12_dichloroethylene,3000.0,443,0.0,21.4296875,6.6738888888888885
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,trans_12_dichloroethylene,10000.0,42,0.0,19.377604166666668,6.0008333333333335
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,trans_12_dichloroethylene,10000.0,137,0.0,18.471354166666668,5.805
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,trans_12_dichloroethylene,10000.0,219,0.0,19.861979166666668,6.223055555555556
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,hexafluoroethane,3000.0,137,0.0,20.2265625,6.402361111111111
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,hexafluoroethane,3000.0,219,0.0,21.606770833333332,6.789861111111111
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,hexafluoroethane,3000.0,331,0.0,20.950520833333332,6.571805555555556
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,hexafluoroethane,3000.0,443,0.0,21.973958333333332,6.876805555555555
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,hexafluoroethane,10000.0,42,0.0,20.018229166666668,6.220972222222223
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,hexafluoroethane,10000.0,137,0.0,19.005208333333332,5.958055555555555
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,hexafluoroethane,10000.0,219,0.0,20.252604166666668,6.36125
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,hexafluoroethane,10000.0,331,0.0,19.489583333333332,6.097777777777778
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,hexafluoroethane,30000.0,331,0.0,18.515625,5.784722222222222
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,hexafluoroethane,30000.0,443,0.0,19.234375,5.978611111111111
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,30.0,42,0.0,22.341145833333332,6.939861111111111
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,30.0,137,0.0,21.408854166666668,6.7411111111111115
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,hexafluoroethane,100.0,42,0.0,23.4296875,7.344305555555556
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,hexafluoroethane,100.0,137,0.0,22.700520833333332,7.192083333333334
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,hexafluoroethane,100.0,219,0.0,23.286458333333332,7.3348611111111115
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,hexafluoroethane,100.0,331,0.0,23.1875,7.289166666666667
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,hexafluoroethane,100.0,443,0.0,24.169270833333332,7.5744444444444445
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,hexafluoroethane,300.0,42,0.0,23.4375,7.337777777777778
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,hexafluoroethane,300.0,137,0.0,22.5,7.122083333333333
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,hexafluoroethane,300.0,219,0.0,23.3359375,7.35125
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,trans_12_dichloroethylene,30000.0,219,0.0,18.9453125,5.924722222222222
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,trans_12_dichloroethylene,30000.0,331,0.0,18.453125,5.756666666666667
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,trans_12_dichloroethylene,30000.0,443,0.0,18.635416666666668,5.8025
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,hexafluoroethane,30.0,42,0.0,23.416666666666668,7.349583333333333
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,hexafluoroethane,300.0,331,0.0,23.018229166666668,7.234166666666667
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,hexafluoroethane,300.0,443,0.0,23.765625,7.462916666666667
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,hexafluoroethane,1000.0,42,0.0,22.981770833333332,7.175833333333333
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,hexafluoroethane,1000.0,137,0.0,22.114583333333332,6.974444444444444
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,hexafluoroethane,1000.0,219,0.0,22.815104166666668,7.17625
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,hexafluoroethane,1000.0,331,0.0,22.21875,6.977916666666666
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,hexafluoroethane,1000.0,443,0.0,23.057291666666668,7.233194444444444
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,hexafluoroethane,3000.0,42,0.0,21.973958333333332,6.841388888888889
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,hexafluoroethane,10000.0,443,0.0,20.361979166666668,6.332083333333333
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,hexafluoroethane,30000.0,42,0.0,19.109375,5.922361111111111
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,hexafluoroethane,30000.0,137,0.0,17.955729166666668,5.635555555555555
worm,k2p_potentiation|complex_i_block|snare_cooperativity|nca_block|glucl_potentiation,hexafluoroethane,30000.0,219,0.0,19.354166666666668,6.053472222222222
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,100.0,137,0.0,18.236979166666668,5.68125
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,100.0,219,0.0,19.5859375,6.055833333333333
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,100.0,331,0.0,18.643229166666668,5.780277777777778
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,100.0,443,0.0,19.643229166666668,6.034722222222222
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,1000.0,331,0.0625,6.705729166666667,1.8922222222222222
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,1000.0,443,0.10416666666666667,6.033854166666667,1.758888888888889
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,3000.0,42,0.4166666666666667,3.3489583333333335,0.9129166666666667
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,3000.0,137,0.5,2.9375,0.8480555555555556
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,300.0,443,0.0,13.471354166666666,4.041944444444445
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,1000.0,42,0.041666666666666664,6.497395833333333,1.8531944444444444
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,1000.0,137,0.041666666666666664,6.369791666666667,1.8205555555555555
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,1000.0,219,0.041666666666666664,6.908854166666667,1.9552777777777777
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,3000.0,219,0.3541666666666667,3.6536458333333335,1.0027777777777778
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,3000.0,331,0.375,3.4947916666666665,0.9497222222222222
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,3000.0,443,0.6666666666666666,2.7526041666666665,0.8161111111111111
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,10000.0,42,0.8125,1.9609375,0.5561111111111111
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,30.0,219,0.0,22.348958333333332,6.998888888888889
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,30.0,331,0.0,21.807291666666668,6.815833333333333
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,30.0,443,0.0,22.677083333333332,7.090972222222222
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,100.0,42,0.0,19.044270833333332,5.870277777777778
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,300.0,42,0.0,13.432291666666666,4.029444444444445
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,300.0,137,0.0,12.606770833333334,3.8223611111111113
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,300.0,219,0.0,13.934895833333334,4.160694444444444
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,300.0,331,0.0,13.231770833333334,4.003472222222222
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,30.0,331,0.0,23.416666666666668,7.359583333333333
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,30.0,443,0.0,24.098958333333332,7.560555555555555
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,100.0,42,0.0,23.471354166666668,7.361666666666666
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,100.0,137,0.0,22.885416666666668,7.247222222222222
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,1000.0,42,0.0,23.471354166666668,7.361666666666666
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,1000.0,137,0.0,22.885416666666668,7.247222222222222
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,1000.0,219,0.0,23.432291666666668,7.3838888888888885
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,1000.0,331,0.0,23.416666666666668,7.359583333333333
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,1000.0,443,0.0,24.098958333333332,7.560555555555555
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,3000.0,42,0.0,23.471354166666668,7.361666666666666
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,3000.0,137,0.0,22.885416666666668,7.247222222222222
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,3000.0,219,0.0,23.432291666666668,7.3838888888888885
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,10000.0,137,0.8958333333333334,1.78125,0.5347222222222222
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,10000.0,219,0.7083333333333334,1.9505208333333333,0.5776388888888889
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,10000.0,331,0.7291666666666666,2.2213541666666665,0.6118055555555556
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,10000.0,443,0.875,1.421875,0.49166666666666664
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,30000.0,42,0.8541666666666666,1.6276041666666667,0.47694444444444445
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,30000.0,137,0.9166666666666666,1.5208333333333333,0.4636111111111111
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,30000.0,219,0.7708333333333334,1.6927083333333333,0.5048611111111111
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,30000.0,331,0.75,2.0026041666666665,0.5470833333333334
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,cis_12_dichloroethylene,30000.0,443,0.9166666666666666,1.1875,0.42736111111111114
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,30.0,42,0.0,23.471354166666668,7.361666666666666
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,30.0,137,0.0,22.885416666666668,7.247222222222222
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,30.0,219,0.0,23.432291666666668,7.3838888888888885
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,100.0,219,0.0,23.432291666666668,7.3838888888888885
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,100.0,331,0.0,23.416666666666668,7.359583333333333
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,100.0,443,0.0,24.098958333333332,7.560555555555555
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,300.0,42,0.0,23.471354166666668,7.361666666666666
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,10000.0,219,0.0,23.432291666666668,7.3838888888888885
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,10000.0,331,0.0,23.416666666666668,7.359583333333333
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,10000.0,443,0.0,24.098958333333332,7.560555555555555
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,30000.0,42,0.0,23.471354166666668,7.361666666666666
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,300.0,137,0.0,22.885416666666668,7.247222222222222
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,300.0,219,0.0,23.432291666666668,7.3838888888888885
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,300.0,331,0.0,23.416666666666668,7.359583333333333
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,300.0,443,0.0,24.098958333333332,7.560555555555555
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,3000.0,331,0.0,23.416666666666668,7.359583333333333
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,3000.0,443,0.0,24.098958333333332,7.560555555555555
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,10000.0,42,0.0,23.471354166666668,7.361666666666666
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,trans_12_dichloroethylene,10000.0,137,0.0,22.885416666666668,7.247222222222222
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,hexafluoroethane,30.0,443,0.0,24.098958333333332,7.560555555555555
worm,complex_i_block|snare_cooperativity|nca_block|nachr_antagonism|glucl_potentiation,hexafluoroethane,100.0,42,0.0,23.471354166666668,7.361666666666666
