anesthetic,cmd_rate,dose_uM,organism,perm,qf,seed
cis_12_dichloroethylene,0.7211246200607903,30000.0,fly,P3_block,1.0,219
cis_12_dichloroethylene,0.7254103343465046,30000.0,fly,P3_block,1.0,331
cis_12_dichloroethylene,0.7268085106382979,30000.0,fly,P3_block,1.0,443
trans_12_dichloroethylene,1.7588449848024315,30.0,fly,P3_block,0.0,42
trans_12_dichloroethylene,1.7431306990881459,30.0,fly,P3_block,0.0,137
trans_12_dichloroethylene,1.748905775075988,30.0,fly,P3_block,0.0,219
trans_12_dichloroethylene,1.7520060790273555,30.0,fly,P3_block,0.0,331
trans_12_dichloroethylene,1.7542249240121577,100.0,fly,P3_block,0.0,42
trans_12_dichloroethylene,1.7543768996960487,30.0,fly,P3_block,0.0,443
trans_12_dichloroethylene,1.737963525835866,100.0,fly,P3_block,0.0,137
trans_12_dichloroethylene,1.7438905775075988,100.0,fly,P3_block,0.0,219
trans_12_dichloroethylene,1.7465957446808513,100.0,fly,P3_block,0.0,331
trans_12_dichloroethylene,1.7489969604863225,100.0,fly,P3_block,0.0,443
trans_12_dichloroethylene,1.7421884498480245,300.0,fly,P3_block,0.0,42
trans_12_dichloroethylene,1.7247416413373855,300.0,fly,P3_block,0.0,137
trans_12_dichloroethylene,1.7310334346504563,300.0,fly,P3_block,0.0,219
trans_12_dichloroethylene,1.73419452887538,300.0,fly,P3_block,0.0,331
trans_12_dichloroethylene,1.7361094224924012,300.0,fly,P3_block,0.0,443
trans_12_dichloroethylene,1.7084498480243164,1000.0,fly,P3_block,0.0,42
trans_12_dichloroethylene,1.6900303951367783,1000.0,fly,P3_block,0.0,137
trans_12_dichloroethylene,1.6968389057750761,1000.0,fly,P3_block,0.0,219
trans_12_dichloroethylene,1.7014893617021274,1000.0,fly,P3_block,0.0,331
trans_12_dichloroethylene,1.7026139817629184,1000.0,fly,P3_block,0.0,443
trans_12_dichloroethylene,1.655562310030395,3000.0,fly,P3_block,0.0,42
trans_12_dichloroethylene,1.6398784194528877,3000.0,fly,P3_block,0.0,137
trans_12_dichloroethylene,1.6445592705167178,3000.0,fly,P3_block,0.0,219
trans_12_dichloroethylene,1.6504559270516714,3000.0,fly,P3_block,0.0,331
trans_12_dichloroethylene,1.6506079027355625,3000.0,fly,P3_block,0.0,443
trans_12_dichloroethylene,1.6030395136778117,10000.0,fly,P3_block,0.0,42
trans_12_dichloroethylene,1.5859574468085103,10000.0,fly,P3_block,0.0,137
trans_12_dichloroethylene,1.593404255319149,10000.0,fly,P3_block,0.0,219
trans_12_dichloroethylene,1.5984194528875384,10000.0,fly,P3_block,0.0,331
trans_12_dichloroethylene,1.5963829787234038,10000.0,fly,P3_block,0.0,443
trans_12_dichloroethylene,1.5764437689969606,30000.0,fly,P3_block,0.0,42
trans_12_dichloroethylene,1.5595440729483283,30000.0,fly,P3_block,0.0,137
trans_12_dichloroethylene,1.5649240121580548,30000.0,fly,P3_block,0.0,219
trans_12_dichloroethylene,1.5703647416413375,30000.0,fly,P3_block,0.0,331
trans_12_dichloroethylene,1.5678115501519754,30000.0,fly,P3_block,0.0,443
hexafluoroethane,1.7593920972644375,30.0,fly,P3_block,0.0,42
hexafluoroethane,1.7441945288753797,30.0,fly,P3_block,0.0,137
hexafluoroethane,1.75,30.0,fly,P3_block,0.0,219
hexafluoroethane,1.7527659574468084,30.0,fly,P3_block,0.0,331
hexafluoroethane,1.7555927051671731,30.0,fly,P3_block,0.0,443
hexafluoroethane,1.7565349544072948,100.0,fly,P3_block,0.0,42
hexafluoroethane,1.7463829787234046,100.0,fly,P3_block,0.0,219
hexafluoroethane,1.749939209726444,100.0,fly,P3_block,0.0,331
hexafluoroethane,1.7407598784194525,100.0,fly,P3_block,0.0,137
hexafluoroethane,1.752006079027356,100.0,fly,P3_block,0.0,443
hexafluoroethane,1.7488145896656533,300.0,fly,P3_block,0.0,42
hexafluoroethane,1.7324620060790275,300.0,fly,P3_block,0.0,137
hexafluoroethane,1.7381762917933132,300.0,fly,P3_block,0.0,219
hexafluoroethane,1.741094224924012,300.0,fly,P3_block,0.0,331
hexafluoroethane,1.7438905775075986,300.0,fly,P3_block,0.0,443
hexafluoroethane,1.7257750759878416,1000.0,fly,P3_block,0.0,42
hexafluoroethane,1.7145592705167172,1000.0,fly,P3_block,0.0,219
hexafluoroethane,1.7187841945288755,1000.0,fly,P3_block,0.0,331
hexafluoroethane,1.7199696048632223,1000.0,fly,P3_block,0.0,443
hexafluoroethane,1.6824316109422492,3000.0,fly,P3_block,0.0,42
hexafluoroethane,1.707325227963526,1000.0,fly,P3_block,0.0,137
hexafluoroethane,1.6640729483282672,3000.0,fly,P3_block,0.0,137
hexafluoroethane,1.670455927051672,3000.0,fly,P3_block,0.0,219
hexafluoroethane,1.6761398176291795,3000.0,fly,P3_block,0.0,443
hexafluoroethane,1.676139817629179,3000.0,fly,P3_block,0.0,331
hexafluoroethane,1.6061398176291792,10000.0,fly,P3_block,0.0,137
hexafluoroethane,1.6130091185410333,10000.0,fly,P3_block,0.0,219
hexafluoroethane,1.6188449848024318,10000.0,fly,P3_block,0.0,331
hexafluoroethane,1.6232218844984803,10000.0,fly,P3_block,0.0,42
hexafluoroethane,1.6161702127659574,10000.0,fly,P3_block,0.0,443
hexafluoroethane,1.58565349544073,30000.0,fly,P3_block,0.0,42
hexafluoroethane,1.5690881458966566,30000.0,fly,P3_block,0.0,137
hexafluoroethane,1.5759270516717327,30000.0,fly,P3_block,0.0,219
hexafluoroethane,1.578115501519757,30000.0,fly,P3_block,0.0,443
hexafluoroethane,1.5808206686930095,30000.0,fly,P3_block,0.0,331
