scenario,seed,bout_idx,bout_start_s,bout_dur_s,ref_worm,ref_idx,segment,rho
spontaneous,49,0,0.0,0.55,8,2,8,0.6442
spontaneous,49,0,0.0,0.55,8,2,9,-0.6728
spontaneous,49,0,0.0,0.55,8,2,10,0.3195
spontaneous,49,0,0.0,0.55,8,2,11,-0.2099
spontaneous,49,0,0.0,0.55,8,2,12,0.0982
spontaneous,49,0,0.0,0.55,8,2,13,0.261
spontaneous,49,0,0.0,0.55,8,2,14,-0.2594
spontaneous,49,0,0.0,0.55,8,2,15,0.1815
spontaneous,49,0,0.0,0.55,8,2,16,-0.1822
spontaneous,49,0,0.0,0.55,8,2,17,-0.0142
spontaneous,49,0,0.0,0.55,8,2,18,0.1391
spontaneous,49,0,0.0,0.55,8,2,19,0.1391
spontaneous,49,0,0.0,0.55,6,3,0,-0.6196
spontaneous,49,0,0.0,0.55,6,3,1,-0.6196
spontaneous,49,0,0.0,0.55,6,3,2,-0.6248
spontaneous,49,0,0.0,0.55,6,3,3,-0.7178
spontaneous,49,0,0.0,0.55,6,3,4,-0.3526
spontaneous,49,0,0.0,0.55,6,3,5,0.1968
spontaneous,49,0,0.0,0.55,6,3,6,0.118
spontaneous,49,0,0.0,0.55,6,3,7,-0.5125
spontaneous,49,0,0.0,0.55,6,3,8,-0.7233
spontaneous,49,0,0.0,0.55,6,3,9,0.0876
spontaneous,49,0,0.0,0.55,6,3,10,-0.5042
spontaneous,49,0,0.0,0.55,6,3,11,-0.269
spontaneous,49,0,0.0,0.55,6,3,12,0.4268
spontaneous,49,0,0.0,0.55,6,3,13,-0.2581
spontaneous,49,0,0.0,0.55,6,3,14,-0.4256
spontaneous,49,0,0.0,0.55,6,3,15,0.075
spontaneous,49,0,0.0,0.55,6,3,16,-0.458
spontaneous,49,0,0.0,0.55,6,3,17,-0.1238
spontaneous,49,0,0.0,0.55,6,3,18,-0.0293
spontaneous,49,0,0.0,0.55,6,3,19,-0.0293
spontaneous,49,0,0.0,0.55,4,4,0,0.1491
spontaneous,49,0,0.0,0.55,4,4,1,0.1491
spontaneous,49,0,0.0,0.55,4,4,2,0.0593
spontaneous,49,0,0.0,0.55,4,4,3,0.0362
spontaneous,49,0,0.0,0.55,4,4,4,0.3502
spontaneous,49,0,0.0,0.55,4,4,5,-0.1578
spontaneous,49,0,0.0,0.55,4,4,6,-0.5679
spontaneous,49,0,0.0,0.55,4,4,7,0.6297
spontaneous,49,0,0.0,0.55,4,4,8,0.017
spontaneous,49,0,0.0,0.55,4,4,9,-0.513
spontaneous,49,0,0.0,0.55,4,4,10,0.0573
spontaneous,49,0,0.0,0.55,4,4,11,0.0652
spontaneous,49,0,0.0,0.55,4,4,12,0.0562
spontaneous,49,0,0.0,0.55,4,4,13,-0.4765
spontaneous,49,0,0.0,0.55,4,4,14,0.4851
spontaneous,49,0,0.0,0.55,4,4,15,-0.4951
spontaneous,49,0,0.0,0.55,4,4,16,0.4669
spontaneous,49,0,0.0,0.55,4,4,17,-0.2384
spontaneous,49,0,0.0,0.55,4,4,18,-0.139
spontaneous,49,0,0.0,0.55,4,4,19,-0.139
